type;location_lat;location_lon;city_name_en;region_name_en;developer_name;max_area;max_bed_room;max_bathroom;max_price;min_area;project_name;project_type;publish_date;type_1;unit_types_0
marketplaces;0;0;AD DUWADIMI;Riyadh;وزارة الإسكان;500;4;1;374000;500;إسكان الدوادمي - الدوادمي;readymade_moh_land;29/01/20;marketplaces;villa
marketplaces;0;0;AL KHURMAH;Makkah;وزارة الإسكان;550;3;3;370000;493.75;إسكان الخرمة - الخرمة;readymade_moh_land;29/01/20;marketplaces;villa
marketplaces;0;0;AL HUFUF;Eastern Province;وزارة الإسكان;790.59;4;2;446500;470.04;إسكان الإحساء;readymade_moh_land;29/01/20;marketplaces;villa
marketplaces;0;0;AL MUBARRAZ;Eastern Province;وزارة الإسكان;500;4;2;650000;100;إسكان المبرز - المبرز;readymade_moh_land;29/01/20;marketplaces;villa
marketplaces;0;0;AL BADAI';Qassim;وزارة الإسكان;600;3;3;310000;600;إسكان البدائع - البدائع;readymade_moh_land;29/01/20;marketplaces;villa
marketplaces;0;0;RIYAD AL KHABRA;Qassim;وزارة الإسكان;727;4;1;452459;331;إسكان رياض الخبراء - رياض الخبراء;readymade_moh_land;29/01/20;marketplaces;villa
marketplaces;0;0;AL MUKHWAH;Bahah;وزارة الإسكان;495;3;2;500000;387.35;إسكان المخواة - المخواة;readymade_moh_land;29/01/20;marketplaces;villa
marketplaces;0;0;AHAD AL MUSARIHAH;Jizan;وزارة الإسكان;504.02;4;3;550000;100;إسكان أحد المسارحة - أحد المسارحة;readymade_moh_land;29/01/20;marketplaces;villa
marketplaces;0;0;RAFHA';Northern Borders;وزارة الإسكان;525;3;2;336000;475;إسكان رفحاء - رفحاء;readymade_moh_land;29/01/20;marketplaces;villa
marketplaces;0;0;SHAQRA';Riyadh;وزارة الإسكان;514.28;4;3;339500;459.14;إسكان شقراء - شقراء;readymade_moh_land;29/01/20;marketplaces;villa
marketplaces;24.839944;46.765028;AR RIYADH;Riyadh;شركة الأشغال العقارية;55.4624;3;3;1000000;25.0848;هبيتات? - الرياض;offplan_private_land;08/02/22;marketplaces;apartment
marketplaces;0;0;AR'AR;Northern Borders;وزارة الإسكان;500;3;2;315000;500;إسكان عرعر - عرعر;readymade_moh_land;29/01/20;marketplaces;villa
marketplaces;0;0;RUMAH;Riyadh;وزارة الإسكان;620;4;2;400000;465;إسكان رماح - رماح;readymade_moh_land;29/01/20;marketplaces;villa
marketplaces;0;0;UNAYZAH;Qassim;وزارة الإسكان;525;3;3;342000;500;إسكان عنيزة - عنيزة;readymade_moh_land;29/01/20;marketplaces;villa
marketplaces;0;37.976167;AL ULA;Madinah;وزارة الإسكان;1175;3;3;428000;730;إسكان العلا - العلا;readymade_moh_land;29/01/20;marketplaces;villa
marketplaces;0;0;KHAYBAR;Madinah;وزارة الإسكان;774;4;1;550000;100;إسكان خيبر - خيبر;readymade_moh_land;29/01/20;marketplaces;villa
marketplaces;21.391739;39.253628;JEDDAH;Makkah;الشركة الوطنية للإسكان البناء المطور;456.97;1;2;638096.05;348.908;السدن - جدة;advanced_self_construction;;marketplaces;villa
marketplaces;26.3565833;50.13399438;AD DAMMAM;Eastern Province;شركة روانا للتطوير والاستثمار العقاري;218;3;3;985000;142;دان - الدمام;offplan_private_land;01/02/22;marketplaces;apartment
marketplaces;26.851434;49.795433;AL JUBAIL;Eastern Province;شركة مرجان الشرقية للمقاولات العامة;266;4;3;698000;230;درة الجبيل - الجبيل;offplan_private_land;23/08/22;marketplaces;apartment
marketplaces;21.752458;39.165661;JEDDAH;Makkah;شركة أزهر القابضة;350.98242;4;1;811494;192.1;بيلار - جدة;offplan_moh_land;27/01/22;marketplaces;apartment
marketplaces;25.316833;49.544667;AL HUFUF;Eastern Province;الفايزية;462;4;2;928300;236;مخطط الجوهرة السكني - الأحساء;offplan_private_land;23/01/22;marketplaces;villa
marketplaces;21.524833;40.508167;AT TAIF;Makkah;تواصل الإمداد;317.89;6;1;812682;164.463;الفتح - الطائف -  تواصل الإمداد;offplan_private_land;23/01/22;marketplaces;apartment
marketplaces;21.556583;39.798583;MAKKAH AL MUKARRAMAH;Makkah;الخماسية;511;5;2;1218195;139.36;رتاج - مكة المكرمة;offplan_private_land;23/01/22;marketplaces;apartment
marketplaces;26.342972;49.995639;AD DAMMAM;Eastern Province;شركة إسكان الحاكمية للاستثمار والتطوير العقاري;549.6887;4;1;963798;250;الواجهة - الدمام;offplan_private_land;23/01/22;marketplaces;villa
marketplaces;24.9013546;46.7904786;AR RIYADH;Riyadh;الشركة العقارية السعودية;765;4;2;1997052;230;الضاحية السكني - الرياض;offplan_private_land;23/01/22;marketplaces;villa
marketplaces;24.543996;46.5137162;AR RIYADH;Riyadh;شركة فيصل عبدالله بن سعيدان للاستثمار والتطويرالعقاري;199;4;3;741633;157;جوهرة الغروب - الرياض;offplan_private_land;23/01/22;marketplaces;apartment
marketplaces;26.210722;50.169167;AL KHUBAR;Eastern Province;شركة افاق التعمير للتطوير والاستثمار العقاري;501.95;4;3;1196204;299.36;دانة البحر - الخبر;offplan_private_land;23/01/22;marketplaces;villa
marketplaces;26.1368679;50.15276992;AL KHUBAR;Eastern Province;رتال;727;4;1;1646100;348;نساج تاون - الخبر;offplan_private_land;23/01/22;marketplaces;villa
marketplaces;20.016278;41.5177;AL BAHA;Bahah;;544.717071;1;1;841929;471.324076;مخطط الازدهار - الباحة;lands_moh_land;20/01/22;marketplaces;land
marketplaces;24.655908;46.585686;SABYA;Jizan;شركة مدى المحدودة;224;6;2;672000;188.64;مدى السكني - جازان;offplan_private_land;11/08/22;marketplaces;apartment
marketplaces;17.318725;42.51176;SABYA;Jizan;;584.4;1;1;611038;400;مخطط واحة البستان - صبيا;lands_moh_land;20/01/22;marketplaces;land
marketplaces;28.46;46.080389;HAFAR AL BATIN;Eastern Province;;573.22;1;2;698938;424.18;مخطط الشروق - حفر الباطن;lands_moh_land;20/01/22;marketplaces;land
marketplaces;24.579846;39.755032;AL MADINAH AL MUNAWWARAH;Madinah;;816;1;1;464006;499.988996;مخطط الهضبة - المدينة المنورة;lands_moh_land;20/01/22;marketplaces;land
marketplaces;25.923111;49.607167;BUQAYQ;Eastern Province;;600.14;1;2;124432;445;مخطط تلال قرطبة - بقيق;lands_moh_land;20/01/22;marketplaces;land
marketplaces;18.825742;41.966253;BARIQ;'Asir;;590.210557;1;2;858369;400;مخطط  ربيع بارق - بارق;lands_moh_land;20/01/22;marketplaces;land
marketplaces;26.271694;36.451608;AL WAJH;Tabuk;;533.33;1;3;758178;400;مخطط نورس الإسكان -  الوجه;lands_moh_land;20/01/22;marketplaces;land
marketplaces;17.779707;43.493431;DHAHRAN AL JANUB;'Asir;;530.278;1;1;493461;484.843;مخطط  ياسمين - ظهران الجنوب;lands_moh_land;20/01/22;marketplaces;land
marketplaces;30.502632;38.170283;TUBARJAL;Jawf;;520;1;3;300395;480;مخطط صفا طبرجل - طبرجل;lands_moh_land;20/01/22;marketplaces;land
marketplaces;17.109361;42.755194;DAMAD;Jizan;;525;1;2;274277;400;مخطط الريحان - ضمد;lands_moh_land;20/01/22;marketplaces;land
marketplaces;26.799611;44.207417;AL ASYAH;Qassim;;551.605;1;3;856794;477;مخطط واحة الأسياح - الأسياح;lands_moh_land;20/01/22;marketplaces;land
marketplaces;24.648991;46.555;AR RIYADH;Riyadh;بنائات العقارية;279.7;5;2;672000;125;إسكان الرياض (مشروع السلطان) - الرياض;readymade_private_land;28/07/22;marketplaces;apartment
marketplaces;20.467323;44.778423;WADI AD DAWASIR;Riyadh;;555.919;1;1;456997;482.502;مخطط وادي العقيق - وادي الدواسر;lands_moh_land;20/01/22;marketplaces;land
marketplaces;29.21324;34.932062;HAQL;Tabuk;;777.2;1;1;955099;387.9;مخطط أصداف السلطانية - حقل;lands_moh_land;20/01/22;marketplaces;land
marketplaces;17.700056;42.308806;AD DARB;Jizan;;525;1;3;302163;480;مخطط المملكة - الدرب;lands_moh_land;20/01/22;marketplaces;land
marketplaces;21.658643;39.617772;AL JUMUM;Makkah;;500;1;1;697382;499;مخطط الجموم - الجموم;lands_moh_land;20/01/22;marketplaces;land
marketplaces;21.898806;39.234417;JEDDAH;Makkah;;500;1;3;885712;500;مخطط منارات الصفوة - عسفان;lands_moh_land;20/01/22;marketplaces;land
marketplaces;17.248753;42.897231;AL 'AYDABI;Jizan;;543.71;1;2;792572;499.6;مخطط منازل الشهد - جازان;lands_moh_land;20/01/22;marketplaces;land
marketplaces;26.182657;43.603449;AL BUKAYRIYAH;Qassim;;594.6863;1;1;639586;434.2214;مخطط بساتين البكيرية - البكيرية;lands_moh_land;20/01/22;marketplaces;land
marketplaces;20.185481;41.088044;AL HAJRAH;Bahah;;625.4990869;1;3;685613;454.5887499;مخطط  أنوار الحجرة - الباحة;lands_moh_land;20/01/22;marketplaces;land
marketplaces;25.826161;44.174328;AL MIDHNAB;Qassim;;576.88;1;3;806385;491;مخطط معين المذنب - المذنب;lands_moh_land;20/01/22;marketplaces;land
marketplaces;18.788767;41.906663;MUHAYIL;'Asir;;592.39274;1;2;712020;388.194307;مخطط ربيع محايل - محايل;lands_moh_land;20/01/22;marketplaces;land
marketplaces;24.810025;46.771981;AR RIYADH;Riyadh;شركه رسو العقارية;199.55;4;1;1050000;151.35;رسو 1 - الرياض;offplan_private_land;26/07/22;marketplaces;apartment
marketplaces;20.160932;41.38947;AL QARI;Bahah;;548.951;1;1;727463;477.587;مخطط روابي الباحة - الباحة;lands_moh_land;20/01/22;marketplaces;land
marketplaces;18.696028;42.871111;KHAMIS MUSHAYT;'Asir;;518.3543975;1;2;456712;475.8041628;مخطط وادي الرفاه - خميس مشيط;lands_moh_land;20/01/22;marketplaces;land
marketplaces;19.847737;41.449261;AL MUKHWAH;Bahah;;598.538475;1;2;126909;400;مخطط منازل السمير - الباحة;lands_moh_land;20/01/22;marketplaces;land
marketplaces;18.06923;43.124416;SARAT ABIDAH;'Asir;;689.8605408;1;3;540482;427.4996856;مخطط جوهرة القصر  - سراة عبيدة;lands_moh_land;20/01/22;marketplaces;land
marketplaces;19.316833;42.145361;AN NAMAS (TANUMAH);'Asir;;616.792987;1;1;316536;499.813257;مخطط  تلال السرح - النماص;lands_moh_land;20/01/22;marketplaces;land
marketplaces;29.979442;40.249676;SAKAKA;Jawf;;541.1486;1;3;791594;400;مخطط ورود سكاكا - سكاكا;lands_moh_land;20/01/22;marketplaces;land
marketplaces;19.83465;41.703233;BILJURASHI;Bahah;;680.562;1;3;565557;475.5;مخطط روابي الحميد - بلجرشي;lands_moh_land;20/01/22;marketplaces;land
marketplaces;27.390814;41.195344;MAWQAQ;Ha'il;;539.73;1;1;548101;352.34;مخطط التلال - موقق;lands_moh_land;20/01/22;marketplaces;land
marketplaces;20.3054;41.58563;AL AQIQ;Bahah;;545.44;1;1;204670;400;مخطط جوهرة العقيق - العقيق;lands_moh_land;20/01/22;marketplaces;land
marketplaces;17.842279;44.303663;HUBUNA;Najran;;526.483;1;2;673624;480.566;مخطط درة العزيزية - حبونا;lands_moh_land;20/01/22;marketplaces;land
marketplaces;21.774472;39.181277;JEDDAH;Makkah;عبدالرحمن الراشد وأولاده;332.84;5;3;1467216;212.5;جاردن فيو - جدة;offplan_moh_land;03/07/22;marketplaces;townhouse
marketplaces;18.706029;42.068267;MUHAYIL;'Asir;;556.9031408;1;2;245876;466.9502894;مخطط درة سحبان - محايل عسير;lands_moh_land;20/01/22;marketplaces;land
marketplaces;31.649161;38.686154;TURAIF;Northern Borders;;527.5;1;1;982273;499.9988;مخطط واحة طريف ? - طريف;lands_moh_land;20/01/22;marketplaces;land
marketplaces;25.897574;43.542005;AR RASS;Qassim;;1111.294443;1;1;614812;400;مخطط منازل الرس - الرس;lands_moh_land;20/01/22;marketplaces;land
marketplaces;19.905997;41.162563;QILWAH;Bahah;;569.6209962;1;3;693736;450.0004514;مخطط إطلالة الوادي - قلوة;lands_moh_land;20/01/22;marketplaces;land
marketplaces;25.95005;43.723738;AL BADAI';Qassim;;604.88;1;2;495398;454.09;مخطط  ربيع البدائع - البدائع;lands_moh_land;20/01/22;marketplaces;land
marketplaces;21.338748;39.264257;JEDDAH;Makkah;;450;1;3;345250;450;مخطط روضة التعاون - الخمرة;lands_moh_land;20/01/22;marketplaces;land
marketplaces;19.389449;41.850462;AL 'ARDIA AL JANUBIA;Makkah;;500;1;3;275737;500;مخطط واحة العرضية - العرضيات;lands_moh_land;20/01/22;marketplaces;land
marketplaces;19.706958;42.039368;'AFRA';'Asir;;1001.810649;1;3;103138;400;مخطط شرفات الوادي - بلقرن;lands_moh_land;20/01/22;marketplaces;land
marketplaces;25.107644;46.186212;HURAYMILA;Riyadh;;558;1;3;319477;487.5;مخطط شرفات - حريملاء;lands_moh_land;20/01/22;marketplaces;land
marketplaces;18.358569;42.526731;ABHA;'Asir;;569.9764791;1;2;191223;454.8662743;مخطط نسيم أبها - أبها;lands_moh_land;20/01/22;marketplaces;land
marketplaces;24.566289;46.676295;AR RIYADH;Riyadh;بن جارالله;362.036;4;2;1471409;249.594;أزيان نمار - الرياض;offplan_moh_land;03/07/22;marketplaces;villa
marketplaces;31.293095;37.342182;AL QURAYYAT;Jawf;;538.48;1;2;978029;438.04;مخطط النخيل - القريات;lands_moh_land;20/01/22;marketplaces;land
marketplaces;23.512205;46.89964;HAWTAT BANI TAMIM;Riyadh;;1365;1;3;842710;622.03;مخطط منازل الحوطة - حوطة بني تميم;lands_moh_land;20/01/22;marketplaces;land
marketplaces;26.511051;42.114135;SIMIRA';Ha'il;;597.924;1;1;969828;476.619;مخطط الازدهار - سميراء;lands_moh_land;20/01/22;marketplaces;land
marketplaces;19.1067;41.857862;AL MAJARDAH;'Asir;;550;1;2;546119;497.5;مخطط العبير - عسير;lands_moh_land;20/01/22;marketplaces;land
marketplaces;23.607434;46.490155;AL HARIQ;Riyadh;;519.88;1;3;944039;479.33;مخطط منازل الزهور - الحريق;lands_moh_land;20/01/22;marketplaces;land
marketplaces;26.177791;43.612227;AL BUKAYRIYAH;Qassim;;750;1;3;546335;575.5;مخطط إسكان البكيرية - البكيرية;lands_moh_land;20/01/22;marketplaces;land
marketplaces;18.025902;43.152436;SARAT ABIDAH;'Asir;;580.7229277;1;3;162947;472.3758718;مخطط الروابي - سراة عبيدة;lands_moh_land;20/01/22;marketplaces;land
marketplaces;24.469556;39.807306;AL MADINAH AL MUNAWWARAH;Madinah;;550;1;3;302561;500;مخطط الشروق -  المدينة المنورة;lands_moh_land;20/01/22;marketplaces;land
marketplaces;18.343258;42.519739;ABHA;'Asir;;752.9914996;1;3;611042;393.0558922;مخطط روابي أبها - أبها;lands_moh_land;20/01/22;marketplaces;land
marketplaces;26.134406;44.05993;UNAYZAH;Qassim;;714.45;1;1;487514;450;مخطط آفاق الصفا - عنيزة;lands_moh_land;20/01/22;marketplaces;land
